Input.index,WorkerId,Input.English,Input.Arabic,Answer.translation
307,A1WPT6LLCRWMDY,شبكة النقد,critic network,شبكة الناقد
307,A1WPT6LLCRWMDY,انتباه متقاطع,cross attention,الانتباه المتبادل
307,A1WPT6LLCRWMDY,التقاطع الإنتروبي,cross entropy,الانتروبيا المتقاطعة
307,A1WPT6LLCRWMDY,خطأ الإنتروبيا المتقاطعة,cross entropy error,خطأ الانتروبيا المتقاطعة
307,A1YA58RRBN7NI4,خسارة الناقد,critic loss,خسارة الناقد
307,A1YA58RRBN7NI4,شبكة النقد,critic network,شبكة الناقد
307,A1YA58RRBN7NI4,انتباه متقاطع,cross attention,الانتباه المتقاطع
307,A1YA58RRBN7NI4,التقاطع الإنتروبي,cross entropy,الانتروبيا المتقاطعة
307,A1YA58RRBN7NI4,خطأ الإنتروبيا المتقاطعة,cross entropy error,خطأ الانتروبيا المتقاطعة
307,A2OTFVI83FT0QL,خسارة الناقد,critic loss,خسارة الناقد
307,A2OTFVI83FT0QL,شبكة النقد,critic network,شبكة الناقد
307,A2OTFVI83FT0QL,انتباه متقاطع,cross attention,الانتباه المتبادل
307,A2OTFVI83FT0QL,التقاطع الإنتروبي,cross entropy,إنتروبي متبادل
307,A2OTFVI83FT0QL,خطأ الإنتروبيا المتقاطعة,cross entropy error,خطأ الإنتروبي المتبادل
307,A33S3NQJEHPOMN,خسارة الناقد,critic loss,خسارة الناقد
307,A33S3NQJEHPOMN,شبكة النقد,critic network,شبكة الناقد
307,A33S3NQJEHPOMN,انتباه متقاطع,cross attention,انتباه متبادل
307,A33S3NQJEHPOMN,التقاطع الإنتروبي,cross entropy,انتروبيا متبادلة
307,A33S3NQJEHPOMN,خطأ الإنتروبيا المتقاطعة,cross entropy error,خطأ انتروبيا متبادلة
307,A36CA3E5LT6I1P,خسارة الناقد,critic loss,خسارة الناقد
307,A36CA3E5LT6I1P,شبكة النقد,critic network,شبكة الناقد
307,A36CA3E5LT6I1P,انتباه متقاطع,cross attention,الانتباه المتقاطع
307,A36CA3E5LT6I1P,التقاطع الإنتروبي,cross entropy,الإنتروبيا المتقاطعة
307,A36CA3E5LT6I1P,خطأ الإنتروبيا المتقاطعة,cross entropy error,خطأ الإنتروبيا المتقاطعة
307,A3DIAIOB1DURSN,خسارة الناقد,critic loss,خسارة الناقد
307,A3DIAIOB1DURSN,شبكة النقد,critic network,شبكة الناقد
307,A3DIAIOB1DURSN,انتباه متقاطع,cross attention,عبر الاهتمام
307,A3DIAIOB1DURSN,التقاطع الإنتروبي,cross entropy,عبر الانتروبيا
307,A3DIAIOB1DURSN,خطأ الإنتروبيا المتقاطعة,cross entropy error,خطأ الانتروبيا المتقاطعة
307,A5LL8EKITZLQ0,خسارة الناقد,critic loss,خسارة الناقد
307,A5LL8EKITZLQ0,شبكة النقد,critic network,شبكة الناقد
307,A5LL8EKITZLQ0,انتباه متقاطع,cross attention,الاهتمام المتبادل
307,A5LL8EKITZLQ0,التقاطع الإنتروبي,cross entropy,الانتروبيا المتقاطعة
307,A5LL8EKITZLQ0,خطأ الإنتروبيا المتقاطعة,cross entropy error,خطأ الانتروبيا المتقاطعة
307,AMDP4QV7L82Q,خسارة الناقد,critic loss,خسارة الناقد
307,AMDP4QV7L82Q,شبكة النقد,critic network,شبكة الناقد
307,AMDP4QV7L82Q,انتباه متقاطع,cross attention,الانتباه المتقاطع
307,AMDP4QV7L82Q,التقاطع الإنتروبي,cross entropy,خسارة الانتروبي المتقاطع
307,AMDP4QV7L82Q,خطأ الإنتروبيا المتقاطعة,cross entropy error,خطأ الانتروبي المتقاطع
308,A155OW7UP21THF,تحقق متقاطع,cross validation,التحقق المتقاطع
308,A155OW7UP21THF,طبقة الانتباه المتقاطع,cross-attention layer,طبقة الانتباه المتقاطع
308,A155OW7UP21THF,وحدة الانتباه المتقاطع,cross-attention module,وحدة الانتباه المتقاطع
308,A155OW7UP21THF,ارتباط متقاطع,cross-correlation,الارتباط المتقاطع
308,A155OW7UP21THF,دالة خسارة الانتروبيا المتقاطعة,cross-entropy loss function,دالة فقدان الانتروبيا المتقاطعة
308,A1WPT6LLCRWMDY,تحقق متقاطع,cross validation,التحقق المتقاطع
308,A1WPT6LLCRWMDY,طبقة الانتباه المتقاطع,cross-attention layer,طبقة الانتباه المتبادل
308,A1WPT6LLCRWMDY,وحدة الانتباه المتقاطع,cross-attention module,وحدة الانتباه المتبادل
308,A1WPT6LLCRWMDY,ارتباط متقاطع,cross-correlation,الترابط المتبادل
308,A1WPT6LLCRWMDY,دالة خسارة الانتروبيا المتقاطعة,cross-entropy loss function,دالة خسارة الانتروبيا المتبادلة
308,A1YA58RRBN7NI4,تحقق متقاطع,cross validation,التحقق المتبادل
308,A1YA58RRBN7NI4,طبقة الانتباه المتقاطع,cross-attention layer,طبقة الانتباه المتبادل
308,A1YA58RRBN7NI4,وحدة الانتباه المتقاطع,cross-attention module,وحدة الانتباه المتبادل
308,A1YA58RRBN7NI4,ارتباط متقاطع,cross-correlation,التداخل المتبادل
308,A1YA58RRBN7NI4,دالة خسارة الانتروبيا المتقاطعة,cross-entropy loss function,دالة خسارة التباين المتبادل
308,A2OTFVI83FT0QL,تحقق متقاطع,cross validation,التحقق المتبادل
308,A2OTFVI83FT0QL,طبقة الانتباه المتقاطع,cross-attention layer,طبقة الانتباه المتقاطع
308,A2OTFVI83FT0QL,وحدة الانتباه المتقاطع,cross-attention module,وحدة الانتباه المتقاطع
308,A2OTFVI83FT0QL,ارتباط متقاطع,cross-correlation,الارتباط المتقاطع
308,A2OTFVI83FT0QL,دالة خسارة الانتروبيا المتقاطعة,cross-entropy loss function,دالة فقدان الارتباط المتقاطع
308,A33S3NQJEHPOMN,تحقق متقاطع,cross validation,التحقق المتقاطع
308,A33S3NQJEHPOMN,طبقة الانتباه المتقاطع,cross-attention layer,طبقة الانتباه المتبادل
308,A33S3NQJEHPOMN,وحدة الانتباه المتقاطع,cross-attention module,وحدة الانتباه المتبادل
308,A33S3NQJEHPOMN,ارتباط متقاطع,cross-correlation,الارتباط المتبادل
308,A33S3NQJEHPOMN,دالة خسارة الانتروبيا المتقاطعة,cross-entropy loss function,دالة خسارة الانتروبيا المتبادلة
308,A36CA3E5LT6I1P,تحقق متقاطع,cross validation,التحقق المتقاطع
308,A36CA3E5LT6I1P,طبقة الانتباه المتقاطع,cross-attention layer,طبقة الانتباه المتقاطع
308,A36CA3E5LT6I1P,وحدة الانتباه المتقاطع,cross-attention module,وحدة الانتباه المتقاطع
308,A36CA3E5LT6I1P,ارتباط متقاطع,cross-correlation,الارتباط المتقاطع
308,A36CA3E5LT6I1P,دالة خسارة الانتروبيا المتقاطعة,cross-entropy loss function,دالة فقدان الانتروبيا المتقاطعة
308,A3A6RGC6U41CM5,تحقق متقاطع,cross validation,التحقق المتقاطع
308,A3A6RGC6U41CM5,طبقة الانتباه المتقاطع,cross-attention layer,طبقة الانتباه المتقاطع
308,A3A6RGC6U41CM5,وحدة الانتباه المتقاطع,cross-attention module,وحدة الانتباه المتقاطع
308,A3A6RGC6U41CM5,ارتباط متقاطع,cross-correlation,الارتباط المتقاطع
308,A3A6RGC6U41CM5,دالة خسارة الانتروبيا المتقاطعة,cross-entropy loss function,دالة خسارة الإنتروبيا المتقاطعة
308,A3HDXVNO786Z0L,تحقق متقاطع,cross validation,التحقق المتقاطع
308,A3HDXVNO786Z0L,طبقة الانتباه المتقاطع,cross-attention layer,طبقة الانتباه المتقاطع
308,A3HDXVNO786Z0L,وحدة الانتباه المتقاطع,cross-attention module,وحدة الانتباه المتقاطع
308,A3HDXVNO786Z0L,ارتباط متقاطع,cross-correlation,الارتباط المتقاطع
308,A3HDXVNO786Z0L,دالة خسارة الانتروبيا المتقاطعة,cross-entropy loss function,دالة خسارة الانتروبيا المتقاطعة
308,A5LL8EKITZLQ0,تحقق متقاطع,cross validation,التحقق المتقاطع
308,A5LL8EKITZLQ0,طبقة الانتباه المتقاطع,cross-attention layer,طبقة الانتباه المتقاطع
308,A5LL8EKITZLQ0,وحدة الانتباه المتقاطع,cross-attention module,وحدة الانتباه المتقاطع
308,A5LL8EKITZLQ0,ارتباط متقاطع,cross-correlation,الترابط المتبادل
308,A5LL8EKITZLQ0,دالة خسارة الانتروبيا المتقاطعة,cross-entropy loss function,دالة فقدان الت entrop الشديد
309,A155OW7UP21THF,هدف الانتروبيا المتقاطعة,cross-entropy objective,دالة الخسارة المتقاطعة
309,A155OW7UP21THF,المعيار بين اللغات,cross-lingual benchmark,معيار متعدد اللغات
309,A155OW7UP21THF,تضمين بين اللغات,cross-lingual embedding,تضمين متعدد اللغات
309,A155OW7UP21THF,ميزة عبر اللغات,cross-lingual feature,ميزة متعددة اللغات
309,A155OW7UP21THF,نقل المعرفة عبر اللغات,cross-lingual knowledge transfer,نقل المعرفة المتعدد اللغات
309,A1WPT6LLCRWMDY,هدف الانتروبيا المتقاطعة,cross-entropy objective,هدف الانتروبيا المتقاطعة
309,A1WPT6LLCRWMDY,المعيار بين اللغات,cross-lingual benchmark,مقياس متعدد اللغات
309,A1WPT6LLCRWMDY,تضمين بين اللغات,cross-lingual embedding,تضمين متعدد اللغات
309,A1WPT6LLCRWMDY,ميزة عبر اللغات,cross-lingual feature,ميزة متعددة اللغات
309,A1WPT6LLCRWMDY,نقل المعرفة عبر اللغات,cross-lingual knowledge transfer,نقل المعرفة عبر اللغات
309,A1YA58RRBN7NI4,هدف الانتروبيا المتقاطعة,cross-entropy objective,الزخم
309,A1YA58RRBN7NI4,المعيار بين اللغات,cross-lingual benchmark,معامل الزخم
309,A1YA58RRBN7NI4,تضمين بين اللغات,cross-lingual embedding,الزخم
309,A1YA58RRBN7NI4,ميزة عبر اللغات,cross-lingual feature,الزخم
309,A1YA58RRBN7NI4,نقل المعرفة عبر اللغات,cross-lingual knowledge transfer,الزخم
309,A2EWL3H4XVVGC1,هدف الانتروبيا المتقاطعة,cross-entropy objective,هدف الانتروبيا المتقاطعة
309,A2EWL3H4XVVGC1,المعيار بين اللغات,cross-lingual benchmark,معيار متعدد اللغات
309,A2EWL3H4XVVGC1,تضمين بين اللغات,cross-lingual embedding,تضمين متعدد اللغات
309,A2EWL3H4XVVGC1,ميزة عبر اللغات,cross-lingual feature,ميزة متعددة اللغات
309,A2EWL3H4XVVGC1,نقل المعرفة عبر اللغات,cross-lingual knowledge transfer,نقل المعرفة متعدد اللغات
309,A2OTFVI83FT0QL,هدف الانتروبيا المتقاطعة,cross-entropy objective,دالة خسارة التباين المتقاطع
309,A2OTFVI83FT0QL,المعيار بين اللغات,cross-lingual benchmark,معيار عبر اللغات
309,A2OTFVI83FT0QL,تضمين بين اللغات,cross-lingual embedding,التضمين عبر اللغات
309,A2OTFVI83FT0QL,ميزة عبر اللغات,cross-lingual feature,ميزة عبر اللغات
309,A2OTFVI83FT0QL,نقل المعرفة عبر اللغات,cross-lingual knowledge transfer,نقل المعرفة عبر اللغات
309,A33S3NQJEHPOMN,هدف الانتروبيا المتقاطعة,cross-entropy objective,دالة التقاطع الانتروبي
309,A33S3NQJEHPOMN,المعيار بين اللغات,cross-lingual benchmark,معيار عبر اللغات
309,A33S3NQJEHPOMN,تضمين بين اللغات,cross-lingual embedding,تضمين عبر اللغات
309,A33S3NQJEHPOMN,ميزة عبر اللغات,cross-lingual feature,ميزة عبر اللغات
309,A33S3NQJEHPOMN,نقل المعرفة عبر اللغات,cross-lingual knowledge transfer,نقل المعرفة عبر اللغات
309,A3A6RGC6U41CM5,هدف الانتروبيا المتقاطعة,cross-entropy objective,هدف الإنتروبيا المتقاطعة
309,A3A6RGC6U41CM5,المعيار بين اللغات,cross-lingual benchmark,المعيار المرجعي عبر اللغات
309,A3A6RGC6U41CM5,تضمين بين اللغات,cross-lingual embedding,التضمين عبر اللغات
309,A3A6RGC6U41CM5,ميزة عبر اللغات,cross-lingual feature,الميزة عبر اللغات
309,A3A6RGC6U41CM5,نقل المعرفة عبر اللغات,cross-lingual knowledge transfer,نقل المعرفة عبر اللغات
309,A5LL8EKITZLQ0,هدف الانتروبيا المتقاطعة,cross-entropy objective,الترجمة: هدف اللفظ المتقاطع
309,A5LL8EKITZLQ0,المعيار بين اللغات,cross-lingual benchmark,الترجمة: مقياس لغوي متقاطع
309,A5LL8EKITZLQ0,تضمين بين اللغات,cross-lingual embedding,الترجمة: التمثيل المتقاطع اللغوي
309,A5LL8EKITZLQ0,ميزة عبر اللغات,cross-lingual feature,الترجمة: ميزة لغوية متقاطعة
309,A5LL8EKITZLQ0,نقل المعرفة عبر اللغات,cross-lingual knowledge transfer,الترجمة: نقل المعرفة اللغوية المتقاطعة
310,A155OW7UP21THF,نموذج عبر اللغات,cross-lingual model,النموذج عبر اللغات
310,A155OW7UP21THF,التمثيل العابر للغات,cross-lingual representation,تمثيل عبر اللغات
310,A155OW7UP21THF,نقل عبر اللغات,cross-lingual transfer,التحويل عبر اللغات
310,A155OW7UP21THF,عبر الوسائط,cross-modal,عبر النماذج
310,A155OW7UP21THF,تحقق تصليبي متبادل,cross-validating,التحقق المتقاطع
310,A1KRZO8X16T93E,نموذج عبر اللغات,cross-lingual model,نموذج عبر اللغات
