Index,English,French
2769,factor level,niveau d'un facteur
2770,factor matrix,matrice de facteurs
2771,factor of variation,facteur de variation
2772,factorial function,fonction factorielle
2773,factorization,factorisation
2774,factorization algorithm,algorithme de factorisation
2775,factorization method,méthode de factorisation
2776,factuality-aware alignment for large language models,FLAME
2777,failover,basculement
2778,failure probability,probabilité d'échec
2779,fairness criterion,critère d'équité
2780,fairness loss,perte d'équité
2781,fairness notion,notion d'équité
2782,faithfulness score,score de fidélité
2783,false negative,faux négatif
2784,false negative rate,taux de faux négatifs
2785,false positive,faux positif
2786,false positive rate,taux de faux positifs
2787,fanout,facteur de ramification
2788,far-field voice processing,traitement de la voix en champ lointain
2789,far-field voice recognition,reconnaissance vocale en champ lointain
2790,fast-and-frugal tree,arbre rapide et frugal
2791,fault-tolerant computer,ordinateur à tolérance de pannes
2792,fault-tolerant system,système insensible aux défaillances
2793,fc layer,couche fc
2794,feasible set,ensemble réalisable
2795,feature,caractéristique
2796,feature channel,canal de caractéristiques
2797,feature columns,colonnes de caractéristiques
2798,feature correspondence,correspondance de caractéristiques
2799,feature count,nombre de caractéristiques
2800,feature cross,croisement de caractéristiques
2801,feature descriptor,descripteur de caractéristiques
2802,feature detection,détection de caractéristiques
2803,feature detector,détecteur de caractéristiques
2804,feature dimension,dimension des caractéristiques
2805,feature dimensionality,dimensionalité des caractéristiques
2806,feature embedding,encodage des caractéristiques
2807,feature encoder,encodeur de caractéristiques
2808,feature engineering,conception de variables explicatives
2809,feature extraction,extraction d'attributs
2810,feature extractor,extracteur de caractéristiques
2811,feature function,fonction de caractéristiques
2812,feature hashing,hachage des caractéristiques
2813,feature hierarchy,hiérarchie de caractéristiques
2814,feature importance,diagramme d'importance des attributs
2815,feature learning,apprentissage d'attributs
2816,feature map,carte d'attributs
2817,feature mapping function,fonction de mappage des caractéristiques
2818,feature matching,correspondance des caractéristiques
2819,feature matrix,matrice des caractéristiques
2820,feature model,modèle de caractéristiques
2821,feature normalization,normalisation des caractéristiques
2822,feature point,point de caractéristique
2823,feature pyramid,pyramide de caractéristiques
2824,feature representation,représentation des caractéristiques
2825,feature representation learning,apprentissage de la représentation des caractéristiques
2826,feature selection,sélection d'attributs
2827,feature selector,sélecteur de caractéristiques
2828,feature set,ensemble de caractéristiques
2829,feature space,espace des caractéristiques
2830,feature template,modèle de caractéristiques
2831,feature vector,vecteur de caractéristiques
2832,feature weight,poids des caractéristiques
2834,featurization,extraction de caractéristiques
2835,featurized representation,représentation caractérisée
2836,feed forward,propagation avant
2837,feed forward network,réseau de neurones à propagation avant
2838,feed forward neural network,réseau de neurones à propagation avant
2839,feed-forward layer,couche feed-forward
2840,feedback loop,boucle de rétroaction
2841,feedforward neural network,réseau de neurones à propagation avant
2842,few shot learning,apprentissage avec peu d'exemples
2843,few-shot classification,classification avec peu d'exemples
2844,few-shot example,exemple avec peu d'exemples
2845,few-shot fine-tuning,ajustement fin avec peu d'exemples
2846,few-shot in-context learning,apprentissage en contexte avec peu d'exemples
2847,few-shot learning,apprentissage avec peu d’exemples
2848,few-shot prompting,incitation avec peu d'exemples
2849,few-shot setting,configuration à quelques exemples
2850,filter bank,banque de filtres
2851,filter weight,poids de filtre
2852,fine-grained sentiment classification,classification fine des sentiments
2853,fine-tune,ajuster
2854,fine-tuned model,modèle affiné
2855,fine-tuning,ajustement fin
2856,finetuning,raffinement
2857,finite difference equation,équation aux différences finies
2858,finite horizon,horizon fini
2859,finite-state automata,automates à états finis
2860,finite-state machine,automate d'état fini
2861,firing rate,fréquence d'activation
2862,first order method,méthode du premier ordre
2863,first-order,premier ordre
2864,first-order language,langage de premier ordre
2865,first-order logic,calcul des prédicats
2866,first-order model,modèle de premier ordre
2867,first-order parsing,analyse de premier ordre
2868,first-order smoothing,lissage de premier ordre
2869,first-party data,données de première main
2870,first-principles AI,IA fondée sur des principes premiers
2871,fitness function,fonction de fitness
2872,five-fold cross-validation,validation croisée à cinq plis
2873,fixed point,point fixe
2874,fixed-parameter tractable,traitable par paramètres fixes
2875,fixed-point iteration,itération de point fixe
2876,fixpoint,point fixe
2877,flash attention,attention éclair
2878,float16,float16
2879,float32,float32
2880,flood fill,algorithme de remplissage par diffusion
2881,flow field,champ de flux
2882,flow model,modèle de flux
2883,fog computing,informatique en brouillard
2884,folded normal distribution,distributions repliées
2885,forall,pour tout
2886,forecasting,prévision
2887,foreground segmentation,segmentation du premier plan
2888,forget gate,porte d'oubli
2889,formal concept analysis,analyse formelle de concepts
2890,formal language,langage formel
2891,formal language theory,théorie des langages formels
2892,forward algorithm,algorithme avant
2893,forward chaining,chaînage avant
2894,forward equation,équation vers l'avant
2895,forward model,modèle direct
2896,forward pass,propagation avant
2897,forward process,processus direct
2898,forward propagation,propagation avant
2899,forward-backward algorithm,algorithme avant-arrière
2900,forward–backward algorithm,algorithme forward-backward
2901,foundation model,modèle fondateur
2902,foundation models for time series,modèles fondateurs pour les séries chronologiques
2903,fp,fps
2904,fp16,fp16
2905,fp32,fp32
2906,fractional program,programme fractionnaire
2907,fractionally-strided convolution,convolution par incrément fractionnaire
2908,frame,image
2909,frame problem,problème des frames
2910,free variable,variable libre
2911,frequency domain,domaine fréquentiel
2912,frequency moment,moment des fréquences
2913,frequency penalty,pénalité de fréquence
2914,frequency vector,vecteur de fréquence
2915,frequent closed itemset,itemset fermé fréquent
2916,frequent item set,ensemble d'éléments fréquents
2917,frequent pattern,motif fréquent
2918,frequent pattern mining,extraction de motifs fréquents
2919,frequent pattern tree,arbre trie à motifs fréquent
2920,frequentist,frequentiste
2921,frequentist probability,approche fréquentiste de la probabilité
2922,friendly artificial intelligence,IA amicale
2923,fully connected graph,graphe complètement connecté
2924,fully connected layer,couche entièrement connectée
2925,fully connected network,réseau entièrement connecté
2926,fully connected neural network,réseau de neurones entièrement connecté
2927,fully convolutional network,réseau entièrement convolutionnel
2928,fully convolutional neural network,réseau de neurones entièrement convolutionnel
2929,fully-supervised model,modèle entièrement supervisé
2930,function,fonction
2931,function approximation,approximation de fonction
2932,function approximation algorithms,algorithmes d'approximation de fonction
2933,function approximator,approximateur de fonction
2934,function class,classe de fonctions
2935,function space,espace de fonctions
2936,functional derivative,dérivée fonctionnelle
