,English,Japanese
2229,global objective,グローバル目的関数
2230,global optima,グローバル最適解
2231,global optimization,グローバル最適化
2232,global optimum,グローバル最適解
2233,global pooling,グローバルプーリング
2234,global reward,グローバル報酬
2235,goal state,目標状態
2236,gold label,ゴールドラベル
2237,gold parse,ゴールドパース
2238,gossip algorithm,ゴシップアルゴリズム
321,gradient,勾配
2240,gradient accumulation,勾配蓄積
2241,gradient accumulation step,勾配蓄積ステップ
2242,gradient ascent,勾配上昇
2243,gradient boosted tree,勾配ブーストツリー
2244,gradient clipping,勾配クリッピング
2245,gradient computation,勾配計算
322,gradient descent,勾配降下法
2246,gradient descent algorithm,勾配降下アルゴリズム
2247,gradient estimate,勾配推定
2248,gradient estimation,勾配推定
2249,gradient estimator,勾配推定器
2250,gradient explosion,勾配爆発
2251,gradient flow,勾配フロー
2252,gradient information,勾配情報
2253,gradient method,勾配法
2254,gradient norm,勾配ノルム
2255,gradient operator,勾配演算子
2256,gradient penalty,勾配ペナルティ
2257,gradient signal,勾配信号
2258,gradient step,勾配ステップ
2259,gradient term,勾配項
2260,gradient update,勾配更新
2261,gradient variance,勾配分散
2262,gradient vector,勾配ベクトル
2263,gradient-based approach,勾配ベースのアプローチ
2264,gradient-based learning,勾配ベースの学習
2265,gradient-based method,勾配ベースの手法
2266,gradient-based optimization,勾配ベースの最適化
2267,grammar,文法
2268,grammar inducer,文法誘導器
2269,grammar induction,文法誘導
2270,grammatical,文法的
2271,grammatical error detection,文法的誤り検出
2272,grandparent dependency,祖父母依存関係
324,graph,グラフ
2274,graph Laplacian,グラフラプラシアン
2275,graph Laplacian matrix,グラフラプラシアン行列
2276,graph adjacency matrix,グラフ隣接行列
2277,graph attention,グラフアテンション
2278,graph attention mechanism,グラフ注意機構
2279,graph attention network,グラフ注意ネットワーク
2280,graph classification,グラフ分類
2281,graph clustering,グラフクラスタリング
2282,graph construction,グラフ構築
2283,graph contrastive learning,グラフ対比学習
2284,graph convolution,グラフ畳み込み
2285,graph convolution network,グラフ畳み込みネットワーク
2286,graph convolutional network,グラフ畳み込みネットワーク
2287,graph cut,グラフカット
2288,graph cut algorithm,グラフカットアルゴリズム
2289,graph dataset,グラフデータセット
2290,graph datum,グラフデータ
2291,graph diameter,グラフ直径
2292,graph embedding,グラフ埋め込み
2293,graph generator,グラフ生成器
2294,graph isomorphism,グラフ同型性
2295,graph kernel,グラフカーネル
2296,graph learning,グラフ学習
2297,graph matching,グラフマッチング
2298,graph mining,グラフマイニング
2299,graph model,グラフモデル
2300,graph neural network,グラフニューラルネットワーク
325,graph neural networks,グラフニューラルネットワーク
2301,graph node,グラフノード
2302,graph partitioning,グラフ分割
2303,graph pattern,グラフパターン
2304,graph representation,グラフ表現
2305,graph sampling,グラフサンプリング
2306,graph structure,グラフ構造
2307,graph theory,グラフ理論
2308,graph topology,グラフトポロジー
2309,graph traversal,グラフトラバーサル
2310,graph-based approach,グラフベースのアプローチ
2311,graph-based dependency parsing,グラフベースの依存構文解析
2312,graph-based learning,グラフベースの学習
2313,graph-based method,グラフベースの手法
2314,graph-based model,グラフベースのモデル
2315,graph-based representation,グラフベースの表現
2316,graph-level task,グラフレベルのタスク
2317,graphical model,グラフィカルモデル
2318,graphlet,グラフレット
2319,graphlet kernel,グラフレットカーネル
2320,graphs,グラフ
327,greedy,貪欲法
2321,greedy algorithm,貪欲アルゴリズム
2322,greedy approach,貪欲アプローチ
2323,greedy decoding,貪欲デコーディング
2324,greedy inference,貪欲推論
2325,greedy maximization,貪欲最大化
2326,greedy method,貪欲法
2327,greedy optimization,貪欲最適化
2328,greedy policy,貪欲方策
2329,greedy search,貪欲探索
2330,greedy strategy,貪欲戦略
2331,grid cell,グリッド細胞
2332,grid search,グリッドサーチ
2333,grid-world,グリッドワールド
2334,ground atom,グラウンドアトム
2335,ground set,グラウンドセット
328,ground truth,グラウンドトゥルース
2336,ground truth label,グラウンドトゥルースラベル
2337,ground-truth box,グラウンドトゥルースボックス
2338,grounded language learning,グラウンデッド言語学習
2339,grounded supervision,グラウンデッド・スーパービジョン
2340,grounding,教育付け
2341,group normalization,グループ正規化
2342,group sparsity,グループスパース性
2343,half-space,半空間
2344,hand pose estimation,手のポーズ推定
2345,hard attention,ハードアテンション
2346,hash,ハッシュ
2347,hash function,ハッシュ関数
2348,hash table,ハッシュテーブル
2349,hashing algorithm,ハッシングアルゴリズム
2350,hate speech classifier,ヘイトスピーチ分類器
2351,hate speech detection,ヘイトスピーチ検出
2352,head entity,ヘッドエンティティ
2353,head word,見出し語
2354,heap structure,ヒープ構造
2355,heatmap,ヒートマップ
2356,held-out data,検証データ
2357,heuristic,ヒューリスティック
2358,heuristic algorithm,ヒューリスティックアルゴリズム
2359,heuristic function,ヒューリスティック関数
2360,heuristic search,ヒューリスティック探索
2361,heuristic search algorithm,ヒューリスティック探索アルゴリズム
2362,heuristic value,ヒューリスティック値
348,hidden Markov model,隠れマルコフモデル
2363,hidden dimension,隠れ次元
2364,hidden dimension size,隠れ次元サイズ
2365,hidden dimensionality,隠れ次元数
2366,hidden embedding,隠れ埋め込み
2367,hidden feature,隠れ特徴
2368,hidden layer,隠れ層
2369,hidden representation,隠れ表現
2370,hidden size,隠れサイズ
2371,hidden state,隠れ状態
2372,hidden state dimension,隠れ状態次元
2373,hidden state representation,隠れ状態表現
2374,hidden state vector,隠れ状態ベクトル
2375,hidden unit,隠れユニット
2376,hidden variable,隠れ変数
2377,hierarchical agglomerative clustering,階層的凝集クラスタリング
2378,hierarchical clustering,階層的クラスタリング
2379,hierarchical decoder,階層デコーダ
2380,hierarchical feature,階層的特徴
2381,hierarchical inference,階層的推論
2382,hierarchical method,階層的手法
2383,hierarchical model,階層モデル
2384,hierarchical reinforcement learning,階層強化学習
2385,hierarchical representation,階層的表現
2386,hierarchical structure,階層構造
2387,hierarchical topic model,階層トピックモデル
2388,hierarchy,階層
2389,high-dimensional datum,高次元データ
2390,high-dimensional space,高次元空間
2391,high-dimensionality,高次元性
2392,higher-order feature,高次特徴
2393,higher-order model,高次モデル
2394,hill-climbing,ヒルクライミング
2395,hinge loss,ヒンジ損失
2396,hinge loss function,ヒンジ損失関数
2397,histogram of oriented gradient,勾配方向ヒストグラム
2398,homogeneous coordinate,同次座標
2399,homographie,ホモグラフィ
2400,homography matrix,ホモグラフィ行列
2401,homomorphism,準同型
2402,human,人間の
2403,human annotation,人間によるアノテーション
2404,human pose,人間のポーズ
2405,human pose estimation,人間のポーズ推定
2406,human-computer interaction,ヒューマンコンピュータインタラクション
2407,human-in-the-loop,人間参加型
2408,human-machine interaction,人間-機械インタラクション
