,word,validated_translation
1933,event extraction,事件抽取
1934,evidence,证据
1935,evidence lower bound,证据下界
1936,evidence maximization,证据最大化
1937,evolution,演化
1938,evolutionary algorithms,进化算法
1939,evolutionary computation,演化计算
1940,evolutionary method,进化方法
1941,exact,确切的
1942,exact inference,精确推断
1944,example,样例
1945,excess error,额外误差
1946,excess loss,超额损失
1947,exchangeability,可交换性
1948,exchangeable,可交换的
1949,exchange–correlation,交换关联
1950,excited-state potentials,激发态能量
1951,existential quantifier,存在量词
1952,existing,现有的
1953,expectation,期望
1954,expectation maximization,期望最大化
1955,expectation maximization algorithm,期望极大算法
1956,expectation step,E步
1957,expected error,期望错误
1958,expected loss,期望损失
1959,expected reduction in distortion,符合预期的失真减少
1960,expected return,期望回报
1961,expected reward,期望奖励
1962,expected risk,期望风险
1963,expected utility,期望效用
1964,expected value,期望值
1965,experience,经验
1966,experience replay,经验回放
1967,experimental validation data,实验验证数据
1968,expert demonstration,专家示范
1969,expert network,专家网络
1970,expert system,专家系统
1971,expert systems,专家系统
1972,explaining away,相消解释
1973,explaining away effect,相消解释作用
1974,explanatory factort,解释因子
1975,explicit density model,显式密度模型
1976,explicit-state search,显式状态搜索
1977,exploding gradient,梯度爆炸
1978,exploitability,可利用性
1979,exploitation,利用
1980,exploration,探索
1981,exploration rate,探索率
1982,exploration-exploitation dilemma,探索-利用窘境
1983,exploratory data analysis,探索性数据分析
1984,exponential complexity,指数复杂度
1985,exponential decay,指数衰减
1986,exponential distribution,指数分布
1987,exponential family,指数族
1988,exponential linear unit,指数线性单元
1989,exponential loss,指数损失
1990,exponential loss function,指数损失函数
1991,exponential map,指数映射
1992,exponential moving average,指数移动平均
1993,exponentially weighted moving average,指数加权移动平均
1994,exposure bias,曝光偏差
1996,extended-connectivity circular fingerprint,扩展连接环形指纹
1997,extensive-form game,广泛形式博弈
1998,external memory,外部记忆
1999,extracted,提取的
2000,extracting,提取
2001,extraction,提取
2002,extraction techniques,提取技术
2003,extractive,抽取式的
2004,extractive question answering,提取式问答
2005,extractive summarization,提取式摘要
2006,extractor,提取器
2007,extreme learning machine,超限学习机
2008,f measure,F值
2009,f-divergence,f-散度
2016,face detection,人脸检测
2017,face detector,人脸检测器
2018,face recognition,人脸识别
2019,facial landmark,面部特征点
2020,facial recognition,面部识别
2021,fact verification,事实验证
2022,factor,因子
2023,factor analysis,因子分析
2024,factor graph,因子图
2025,factor loading,因子负荷量
2026,factor matrix,因子矩阵
2027,factor of variation,变化因子
2028,factorization,因子分解
2029,factorization algorithm,分解算法
2030,factorization method,分解方法
2031,factorized,分解的
2032,factors of variation,变差因素
2033,failure probability,失败概率
2035,fairness criterion,公平性准则
2036,fairness loss,公平性损失
2037,fairness notion,公平性概念
2039,faithfulness score,忠实度评分
2040,false negative,假负例
2041,false negative rate,假阴性率
2042,false negatives,假阴性
2043,false positive,假正例
2044,false positive rate,假正例率
2045,false positives,假阳性
2047,fanout,分支因子
2048,fast dropout,快速暂退法
2050,fast persistent contrastive divergence,快速持续性对比散度
2051,fault-tolerant asynchronous training,容错异步训练
2052,fc layer,全连接层
2054,feasible,可行
2055,feasible set,可行集合
2056,feature,特征
2057,feature binarization,特征二值化
2058,feature channel,特征通道
2059,feature correspondence,特征对应
2060,feature count,特征计数
2061,feature descriptor,特征描述符
2062,feature detection,特征检测
2063,feature detector,特征检测器
2064,feature dimension,特征维度
2065,feature dimensionality,特征维度
2066,feature embedding,特征嵌入
2067,feature encoder,特征编码器
2068,feature engineering,特征工程
2069,feature extraction,特征抽取
2070,feature extractor,特征提取器
2071,feature function,特征函数
2072,feature hashing,特征哈希
2073,feature hierarchy,特征层次结构
2074,feature map,特征图
2075,feature mapping function,特征映射函数
2076,feature matching,特征匹配
2077,feature matrix,特征矩阵
2078,feature model,特征模型
2079,feature normalization,特征归一化
2080,feature point,特征点
2081,feature pyramid,特征金字塔
2083,feature representation,特征表示
2084,feature representation learning,特征表示学习
2085,feature scaling transform,特征尺度变换
2086,feature selection,特征选择
2087,feature selector,特征选择器
2088,feature set,特征集
2089,feature space,特征空间
2090,feature template,特征模板
2091,feature transform,特征变换
2092,feature vector,特征向量
2093,feature vectors,特征向量
2094,feature weight,特征权重
2095,featured learning,特征学习
2096,features,特征
2097,featurization,特征化
2098,featurized representation,特征化表示
2100,feed back,反馈
2101,feed forward,前馈
2102,feed forward network,前馈网络
2103,feed forward neural network,前馈神经网络
2104,feed-forward layer,前馈层
2105,feed-forward neural networks,前馈神经网络
2106,feedback,反馈
2107,feedback loop,反馈循环
2108,feedback structure,反馈结构
2109,feedforward,前馈
2110,feedforward classifier,前馈分类器
2111,feedforward network,前馈网络
2112,feedforward neural network,前馈神经网络
2114,few shot learning,少样本学习
2115,few-shot classification,少样本分类
2116,few-shot example,少样本示例
2117,few-shot fine-tuning,少样本微调
2118,few-shot in-context learning,少样本上下文学习
2119,few-shot learning,少试学习
2120,few-shot prompting,少样本提示
2121,few-shot setting,少样本设置
2122,fidelity,逼真度
2123,field programmable gated array,现场可编程门阵列
2124,filter,滤波器
2125,filter bank,滤波器组
2126,filter method,过滤式方法
2127,filter weight,滤波器权重
2128,final evaluation,最终评估
2129,"findable, accessible, interoperable, reusable",可查找、可访问、可互操作、可重用
2130,fine-grained sentiment classification,细粒度情感分类
2131,fine-tune,微调
2132,fine-tuned model,微调模型
2133,fine-tuning,微调
2134,finetuning,微调
2135,finite difference,有限差分
2136,finite horizon,有限时间范围
2137,finite-state automata,有限状态自动机
2138,first layer,第一层
2139,first order method,一阶方法
2140,first-order,一阶
2141,first-order language,一阶语言
2142,first-order logic,一阶逻辑
2143,first-order method,一阶方法
2144,first-order model,一阶模型
2145,first-order parsing,一阶解析
2146,first-order rule,一阶规则
2147,first-principles,第一性原理
2150,fitness function,适应度函数
2151,five-fold cross-validation,五折交叉验证
2152,fixed point,不动点
2153,fixed point equation,不动点方程
2154,fixed-parameter tractable,固定参数可解
2155,fixed-point arithmetic,不动点运算
2156,fixed-point iteration,不动点迭代
2157,fixpoint,不动点
2158,flat minima,平坦最小值
2160,flip,翻转
2161,flipping output,翻转法
2162,float-point arithmetic,浮点运算
2163,float16,float16
2164,float32,float32
2165,flow field,流场
2166,flow model,流模型
2167,flow rate,流速
2170,fluctuation,振荡
2172,focus attention,聚焦式注意力
2174,folk theorem,无名氏定理
2176,forall,∀
2177,forecasting,预测
2178,foreground segmentation,前景分割
2179,forget gate,遗忘门
2180,forward,前向
2183,forward KL divergence,前向KL散度
2181,forward algorithm,前向算法
2182,forward cross-validation,前向交叉验证
2184,forward mode accumulation,前向模式累加
2185,forward model,前向模型
2186,forward pass,前向传播
2187,forward prediction,前向预测
2188,forward process,前向过程
2189,forward propagation,前向传播
2190,forward reaction prediction,前向反应预测
2191,forward search,前向搜索
2192,forward stagewise algorithm,前向分步算法
2193,forward-backward algorithm,前向-后向算法
2194,foundation model,基础模型
2200,fovea,中央凹
2201,fp,帧率
2202,fp16,16位浮点数
2203,fp32,32位浮点数
2204,fractional program,分数规划
2205,fractionally strided convolution,微步卷积
2206,frame,帧
2207,free energy,自由能
2208,free variable,自由变量
2210,frequency penalty,频率惩罚
2211,frequency vector,频率向量
2212,frequent closed itemset,频繁闭合项集
2213,frequent item set,频繁项集
2214,frequent pattern,频繁模式
2215,frequent pattern mining,频繁模式挖掘
2216,frequentist,频率主义学派
2217,frequentist probability,频率派概率
2218,frequentist statistics,频率派统计
2222,full,全
2223,full conditional distribution,满条件分布
2224,full conditional probability,全条件概率
2225,full padding,全填充
2226,full singular value decomposition,完全奇异值分解
2227,full-rank matrix,满秩矩阵
2228,fully connected graph,完全连接图
2229,fully connected layer,全连接层
2230,fully connected network,全连接网络
2231,fully connected neural network,全连接神经网络
2232,fully convolutional network,全卷积网络
2233,fully convolutional neural network,全卷积神经网络
2234,fully-supervised model,全监督模型
2235,function,函数
2236,function approximation,函数逼近
2237,function approximator,函数逼近器
2238,function class,函数类
2239,function space,函数空间
2240,functional,泛函
2241,functional derivative,泛函导数
