,word,validated_translation
1719,detection algorithm,خوارزمية الكشف
1720,detection model,نموذج الكشف
1721,detection score,درجة الكشف
1722,detection window,نافذة الكشف
1723,detector,كاشف
1724,deterministic algorithm,خوارزمية حتمية
1725,deterministic annealing,التلدين الحتمي
1726,deterministic automaton,الأوتوماتون الحتمي
1727,deterministic baseline,خط الأساس الحتمي
1728,deterministic finite automaton,آلة حتمية محدودة
1729,deterministic policy,السياسة الحتمية
1730,deterministic rule,القاعدة الحتمية
1731,dev set,مجموعة التطوير
1732,development set,مجموعة التطوير
1733,diagonal matrix,مصفوفة قطرية
1734,dialog system,نظام الحوار
1735,dialogue act,فعل الحوار
1736,dialogue context,سياق الحوار
1737,dialogue generation,توليد الحوار
1738,dialogue history,تاريخ الحوار
1739,dialogue management,إدارة الحوار
1740,dialogue state,حالة الحوار
1741,dialogue state tracker,متعقب حالة الحوار
1742,dialogue system,نظام الحوار
1743,dialogue turn,دور الحوار
1744,dictionary learning,تعلم القاموس
1745,dictionary matrix,مصفوفة القاموس
1746,diffeomorphism,تشاكل تفاضلي
1747,differentiable function,دالة قابلة للاشتقاق
1748,differentiable renderer,العارض القابل للتفاضل
1749,differentiable rendering,التصيير القابل للتفاضل
1750,differentiable rendering function,دالة التصيير القابلة للتفاضل
1751,differential entropy,الانتروبيا التفاضلية
1752,differential privacy,خصوصية تباينية
1753,diffusion matrix,مصفوفة الانتشار
1754,diffusion model,نموذج الانتشار
1755,diffusion tensor,موتر الانتشار
1756,digamma function,دالة الديجاما
1757,digit classification,تصنيف الأرقام
1758,dilated convolution,الالتفاف المتوسع
1759,dilation,التوسيع
1760,dim,الأبعاد
1761,dimension,البُعد
1762,dimension reduction,تخفيض الأبعاد
1763,dimensional vector,متجه الأبعاد
1764,dimensionality,الأبعاد
1765,dimensionality reduction,تقليل الأبعاد
1766,directed acyclic graph,الرسم البياني الموجه غير الدوري
1767,directed edge,حافة موجهة
1768,directed graph,الرسم البياني الموجه
1769,directed graphical model,نموذج رسومي موجه
1770,directed tree,الشجرة الموجهة
1771,disambiguation,إزالة الغموض
1772,discount factor,عامل الخصم
1773,discount parameter,معلمة الخصم
1774,discounted cumulative reward,المكافأة التراكمية المخصومة
1775,discounted return,العائد المخصوم
1776,discounted reward,المكافأة المخصومة
1777,discounted state distribution,توزيع الحالة المخصوم
1778,discrete distribution,توزيع منفصل
1779,discrete graphical model,النموذج الرسومي المنفصل
1780,discrete random variable,متغير عشوائي منفصل
212,discretization,التقسيم
1781,discriminant analysis,تحليل التمييز
1782,discriminant function,دالة التمييز
1783,discriminative,تمييزية
1784,discriminative approach,النهج التمييزي
1785,discriminative feature,ميزة تمييزية
1786,discriminative method,الطريقة التمييزية
1787,discriminative model,النموذج التمييزي
1788,discriminative training,التدريب التمييزي
213,discriminator,المميز
1789,discriminator network,شبكة التمييز
1790,disentangle,فصل
1791,disentangled representation,التمثيل المفصول
1792,disparity estimation,تقدير التباين
1793,disparity map,خريطة التباين
1794,distance function,دالة المسافة
1795,distance matrix,مصفوفة المسافة
1796,distance measure,مقياس المسافة
1797,distance metric,مقياس المسافة
1798,distance transform,تحويل المسافة
1799,distant supervision,الإشراف البعيد
1800,distillation,التقطير
1801,distributed information retrieval,استرجاع المعلومات الموزع
1802,distributed learning,التعلم الموزع
1803,distributed learning system,نظام التعلم الموزع
1804,distributed representation,التمثيل الموزع
1805,distribution shift,تحول التوزيع
1806,distribution vector,متجه التوزيع
1807,distributional,توزيعي
1808,distributional feature,ميزة توزيعية
1809,distributional hypothesis,الفرضية التوزيعية
1810,distributional model,نموذج توزيعي
1811,distributional representation,تمثيل توزيعي
1812,distributional semantic,الدلالات التوزيعية
1813,distributional semantic model,نموذج الدلالات التوزيعية
1814,distributional similarity,التشابه التوزيعي
1815,distributional word representation,تمثيل الكلمات التوزيعي
1816,distributionally robust optimization,التحسين القوي التوزيعي
1817,distributions,توزيعات
1818,divergence operator,مشغل التباعد
1819,diversity score,درجة التنوع
1820,do-calculus,حسابات التدخل
1821,document,وثيقة
1822,document classification,تصنيف المستندات
1823,document clustering,تجميع المستندات
1824,document corpus,مجموعة المستندات
1825,document retrieval,استرجاع المستندات
1826,document summarization,تلخيص الوثائق
1827,document vector,متجه الوثيقة
1828,document-level,مستوى الوثيقة
1829,document-topic assignment,تعيين الموضوعات للوثائق
1830,documents,الوثائق
1831,domain,المجال
1832,domain adaptation,تكييف المجال
1833,domain element,عنصر المجال
1834,domain gap,فجوة المجال
1835,domain generalization,تعميم المجال
1836,domain knowledge,معرفة المجال
1837,domain mismatch,عدم تطابق المجال
1838,domain ontology,أنطولوجيا المجال
1839,domain shift,تحول المجال
1840,domain transfer,نقل المجال
1841,domain-specific,خاص بالمجال
1842,domains,المجالات
1843,dot product,حاصل الضرب النقطي
1844,dot-product attention,انتباه حاصل الضرب النقطي
1845,down-sampling,خفض العينات
1846,down-sampling layer,طبقة تقليل العينات
1847,downsampling block,كتلة خفض العينات
1848,downsampling factor,عامل تقليص العينات
1849,downsampling layer,طبقة تقليل العينات
1850,downstream,المهام اللاحقة
1851,downstream dataset,مجموعة البيانات اللاحقة
1852,downstream model,نموذج المصب
1853,downstream performance,أداء التطبيقات النهائية
1854,downstream task,مهمة المصب
215,dropout,إسقاط
1855,dropout layer,طبقة الإسقاط
1856,dropout probability,احتمالية الإسقاط
1857,dropout rate,معدل الإسقاط
1858,dropout ratio,نسبة التسرب
1859,dropout regularization,ضبط الإسقاط
1860,dual decomposition,التحلل المزدوج
1861,dual encoder model,نموذج المشفر المزدوج
1862,dual norm,المعيار الثنائي
1863,dual objective,الهدف الثنائي
1864,dual optimization problem,مشكلة التحسين المزدوجة
1865,dual parameter,البارامتر المزدوج
1866,dual problem,المشكلة الثنائية
1867,dual program,البرنامج الثنائي
1868,dual solution,الحل الثنائي
1869,dual variable,المتغير الثنائي
1870,duality gap,فجوة الازدواجية
1871,dynamic Bayesian network,شبكة بايزية ديناميكية
1872,dynamic model,نموذج ديناميكي
217,dynamic programming,البرمجة الديناميكية
