Index,English,French
2282,diagonalizable matrix,matrice diagonalisable
2283,dialog management,gestion du dialogue
2284,dialog manager,gestionnaire de dialogue
2285,dialog system,système de dialogue
2286,dialogue act,acte de dialogue
2287,dialogue context,contexte de dialogue
2288,dialogue generation,génération de dialogue
2289,dialogue history,historique de dialogue
2290,dialogue management,gestion de dialogue
2291,dialogue state,état du dialogue
2292,dialogue state tracker,suivi de l'état de dialogue
2293,dialogue system,système de dialogue
2294,dialogue turn,tour de dialogue
2295,dictionary learning,apprentissage de dictionnaire
2296,dictionary matrix,matrice de dictionnaire
2297,diffeomorphism,difféomorphisme
2298,difference of Gaussian,différence de gaussiennes
2299,differentiable function,fonction différentiable
2300,differentiable renderer,rendu différentiable
2301,differentiable rendering,rendu différentiable
2302,differentiable rendering function,fonction de rendu différentiable
2303,differential entropy,entropie différentielle
2304,differential privacy,confidentialité différentielle
2305,diffusion matrix,matrice de diffusion
2306,diffusion model,modèle de diffusion
2307,diffusion tensor,tenseur de diffusion
2308,digamma function,fonction digamma
2309,digit classification,classification des chiffres
2310,digital footprint,empreinte numérique
2311,digital image,image numérique
2312,digital twin,double numérique
2313,dilated convolution,convolution dilatée
2314,dilation,dilatation
2315,dim,dimension
2316,dimension,dimension
2317,dimension reduction,réduction de dimension
2318,dimensional vector,vecteur de dimension
2319,dimensionality,dimensionnalité
2320,dimensionality reduction,réduction de dimension
2321,direct preference optimization,optimisation directe des préférences
2322,direct sampling,échantillonnage direct
2323,directed acyclic graph,graphe acyclique dirigé
2324,directed edge,arête dirigée
2325,directed graph,graphe dirigé
2326,directed graphical model,modèle graphique dirigé
2327,directed tree,arbre dirigé
2328,disambiguation,désambiguïsation
2329,disambiguation rule,règle de désambiguïsation
2330,discount factor,facteur d'actualisation
2331,discount parameter,paramètre d'actualisation
2332,discounted cumulative reward,récompense cumulée actualisée
2333,discounted return,retour actualisé
2334,discounted reward,récompense actualisée
2335,discounted state distribution,distribution d'état escomptée
2336,discrete data,données discrètes
2337,discrete distribution,distribution discrète
2338,discrete feature,caracteristique discrète
2339,discrete graphical model,modèle graphique discret
2340,discrete probability distribution,distribution de probabilité discrète
2341,discrete random variable,variable aléatoire discrète
2342,discrete system,système discret
2343,discrete variable,variable discrète
2344,discretization,Discrétisation
2345,discretization of continuous data,discrétisation de données continues
2346,discriminant analysis,analyse discriminante
2347,discriminant function,fonction discriminante
2348,discriminative,discriminatif
2349,discriminative algorithm,algorithme discriminant
2350,discriminative approach,approche discriminative
2351,discriminative feature,caractéristique discriminante
2352,discriminative method,méthode discriminative
2353,discriminative model,modèle discriminant
2354,discriminative training,entraînement discriminatif
2355,discriminator,Discriminateur
2356,discriminator network,réseau discriminateur
2357,disentangle,démêler
2358,disentangled representation,représentation démêlée
2359,disentangled representation learning,apprentissage par représentation dissociée
2360,disjunctive concept,concept disjonctif
2361,disparity estimation,estimation de la disparité
2362,disparity map,carte de disparité
2363,dispersion matrix,matrice de diagramme de dispersion
2364,distance function,fonction de distance
2365,distance matrix,matrice de distance
2366,distance measure,mesure des distances
2367,distance metric,métrique de distance
2368,distance transform,transformation de distance
2369,distant supervision,supervision distante
2370,distillation,distillation
2371,distributed artificial intelligence,intelligence artificielle distribuée
2372,distributed information retrieval,recherche d'information distribuée
2373,distributed intelligence,intelligence distribuée
2374,distributed lag model,modèle à décalage distribué
2375,distributed learning,apprentissage distribué
2376,distributed learning system,système d'apprentissage distribué
2377,distributed representation,représentation distribuée
2378,distribution matching distillation,distillation de correspondance de distribution
2379,distribution shift,changement de distribution
2380,distribution vector,vecteur de distribution
2381,distributional,distributionnel
2382,distributional feature,caractéristique distributionnelle
2383,distributional hypothesis,hypothèse distributionnelle
2384,distributional model,modèle distributionnel
2385,distributional representation,représentation distributionnelle
2386,distributional semantic,sémantique distributionnelle
2387,distributional semantic model,modèle sémantique distributionnel
2388,distributional similarity,similarité distributionnelle
2389,distributional word representation,représentation distributionnelle des mots
2390,distributionally robust optimization,optimisation distributionnellement robuste
2391,divergence operator,opérateur de divergence
2392,diversity score,score de diversité
2393,do-calculus,do-calculus
2394,document classification,classification de documents
2395,document clustering,regroupement de documents
2396,document corpus,corpus de documents
2397,document retrieval,récupération de documents
2398,document summarization,résumé de document
2399,document vector,vecteur de document
2400,document-level,au niveau du document
2401,document-topic assignment,attribution document-thème
2402,domain adaptation,adaptation de domaine
2403,domain element,élément de domaine
2404,domain gap,écart de domaine
2405,domain generalization,généralisation de domaine
2406,domain knowledge,connaissance du domaine
2407,domain mismatch,décalage de domaine
2408,domain model,modèle de domaine
2409,domain ontology,ontologie de domaine
2410,domain shift,changement de domaine
2411,domain transfer,transfert de domaine
2412,domain-specific,spécifique au domaine
2413,dominance-based rough set approach,approche des ensembles approximatifs basée sur la dominance
2414,dot product,produit scalaire
2415,dot-product attention,attention par produit scalaire
2416,double backpropagation,double rétropropagation
2417,double sampling,échantillonnage en deux étapes
2418,doubly stochastic Poisson process,double processus stochastique de Poisson
2419,down-sampling,sous-échantillonnage
2420,down-sampling layer,couche de sous-échantillonnage
2421,downsampling block,bloc de sous-échantillonnage
2422,downsampling factor,facteur de sous-échantillonnage
2423,downsampling layer,couche de sous-échantillonnage
2424,downstream dataset,jeu de données en aval
2425,downstream model,modèle en aval
2426,downstream performance,performance en aval
2427,downstream task,tâche en aval
2428,drill down,forage descendant
